Unnamed: 0,pl_rade,pl_bmasse,pl_dens,pl_orbper,pl_orbsmax,st_teff,st_rad,st_mass,st_met,sy_snum,sy_pnum,sy_dist,esi,p_habitable,pl_name,ra,dec,travel_time_years
86,1.66,3.4,4.08,9.1247,0.061,3505.0,0.34,0.34,-0.12,1,3,9.44181,0.5551508104022432,1,GJ 357 c,144.0074644,-21.6650634,123.18134508158982
87,2.34,6.1,2.62,55.661,0.204,3505.0,0.34,0.34,-0.12,1,3,9.44181,0.4273782236419846,1,GJ 357 d,144.0074644,-21.6650634,123.18134508158982
88,0.699,0.633,10.2,0.3219225,0.00709,3522.0,0.46,0.46,-0.01,1,3,9.41263,0.5117308720385213,1,GJ 367 b,146.121464,-45.7790165,122.80065201008333
89,2.75,8.0,2.11,3.0232,0.026,3324.0,0.28,0.27,0.0,1,1,13.743,0.3614131217945868,1,GJ 3779 b,200.7335358,24.4639425,179.29626051109787
90,1.09,1.75,7.3,2.616235,0.0252,3384.0,0.32,0.31,-0.02,1,2,15.8095,0.6690269545448085,1,GJ 3929 b,239.5775678,35.4081141,206.25658375538106
91,2.26,5.71,2.72,15.04,0.081,3384.0,0.32,0.31,-0.02,1,2,15.8095,0.4232293610585992,1,GJ 3929 c,239.5775678,35.4081141,206.25658375538106
92,1.17,1.71,5.87,7.02679,0.05402,3579.0,0.43,0.43,-0.09,1,1,7.03149,0.7184810145311972,1,GJ 393 b,157.2288672,0.8378485,91.73541896392197
93,2.57,7.14,2.31,6.905,0.0608,3867.0,0.61,0.63,-0.04,1,1,16.9287,0.380805744756833,1,GJ 3942 b,242.2645452,52.9441443,220.85808086401968
94,1.74,3.69,3.85,6.9442,0.0405,3273.0,0.2,0.18,-0.12,1,1,9.9105,0.530644042927478,1,GJ 3988 b,255.8503747,51.4089795,129.2960481550779
95,1.38,2.47,5.16,2.64977,0.029,3722.0,0.49,0.5,-0.16,1,2,18.1459,0.6642913109529133,1,GJ 3998 b,259.0020507,11.0561751,236.738122215552
96,2.38,6.26,2.55,13.74,0.089,3722.0,0.49,0.5,-0.16,1,2,18.1459,0.4059799215322117,1,GJ 3998 c,259.0020507,11.0561751,236.738122215552
97,1.45,2.69,4.85,12.9394,0.07879,3719.0,0.37,0.39,-0.362,1,2,5.675773,0.6352957856917224,1,GJ 411 b,165.834471,35.972317,74.04823360327843
98,2.63,7.6,2.3,50.8,0.2324,4120.0,0.68,0.65,0.24,2,2,11.8893,0.3923870035284307,1,GJ 414 A b,167.7745044,30.4451688,155.1122047656695
99,8.4,53.83,0.499,749.83,1.4,4120.0,0.68,0.65,0.24,2,2,11.8893,0.2507595002368807,1,GJ 414 A c,167.7745044,30.4451688,155.1122047656695
100,4.22,16.57,1.21,13.352,0.082,3387.0,0.41,0.41,0.12,1,1,21.3362,0.2932514883297918,1,GJ 4276 b,336.3221454,59.412503,278.35995586967084
101,2.33,6.043,2.63,7.3705,0.062,3461.0,0.5,0.48,-0.17,1,3,9.06456,0.4109271546141597,1,GJ 433 b,173.8619194,-32.5436302,118.25960206494051
102,6.27,32.422,0.723,5094.105,4.819,3472.0,0.47,0.48,-0.17,1,3,9.06456,0.1415357620635129,1,GJ 433 c,173.8619194,-32.5436302,118.25960206494051
103,2.14,5.223,2.93,36.059,0.178,3461.0,0.47,0.48,-0.17,1,3,9.06456,0.4506579362213394,1,GJ 433 d,173.8619194,-32.5436302,118.25960206494051
104,4.17,22.1,1.8,2.64388312,0.0291,3586.11,0.46,0.47,0.099,1,1,9.75321,0.3075225031972928,1,GJ 436 b,175.5505363,26.7030669,127.24398464523357
105,1.289,2.77,6.66,1.46712127,0.01714,3317.0,0.32,0.31,-0.15,1,1,8.07426,0.6433339040354098,1,GJ 486 b,191.981531,9.7494181,105.33978202680181
106,2.13,5.2,2.96,140.43,0.422,3728.0,0.5,0.51,-0.14,1,1,7.61778,0.4976376204492442,1,GJ 514 b,202.5040424,10.3725387,99.38437512888241
107,2.17,5.36,2.88,8.7076,0.06661,3685.0,0.5,0.52,-0.08,1,1,10.4092,0.4358565801774726,1,GJ 536 b,210.2597264,-2.6522901,135.80227278702756
108,4.11,15.8,1.25,5.3686,0.04061,3396.0,0.33,0.31,-0.088,1,3,6.2981,0.2931630614410833,1,GJ 581 b,229.8564725,-7.7226935,82.16734179763847
109,2.21,5.5,2.8,12.914,0.0721,3396.0,0.33,0.31,-0.088,1,3,6.2981,0.4302736078740107,1,GJ 581 c,229.8564725,-7.7226935,82.16734179763847
110,1.17,1.7,5.83,3.149,0.02815,3396.0,0.33,0.31,-0.088,1,3,6.2981,0.7194358865105301,1,GJ 581 e,229.8564725,-7.7226935,82.16734179763847
111,1.49,2.82,4.68,14.628,0.078361,3499.0,0.31,0.3,-0.38,1,1,6.47249,0.6185665236387822,1,GJ 625 b,246.3557854,54.3033625,84.44249823149791
112,10.8,81.99973,0.358,600.1,1.112,3734.0,0.5,0.51,-0.15,1,1,10.3796,0.3061172744040389,1,GJ 649 b,254.5363221,25.7419719,135.4161002401944
113,3.33,11.09,1.65,4.6938,0.039,3600.0,0.36,0.35,-0.28,1,1,4.54896,0.322082763588754,1,GJ 674 b,262.1700476,-46.8989826,59.34741448115868
114,12.8,1840.86213,4.82,1051.44521,1.735,3734.0,0.69,0.63,0.23,2,4,16.0272,0.3450309378754386,1,GJ 676 A b,262.5448903,-51.6377777,209.09677846638053
115,12.3,4288.14087,12.7,13921.42302,9.726,4006.03,0.65,0.63,0.23,2,4,16.0272,0.0904039924532469,1,GJ 676 A c,262.5448903,-51.6377777,209.09677846638053
116,1.78,3.81394,3.72,3.60076,0.039,4006.03,0.65,0.63,0.23,2,4,16.0272,0.5175185926060314,1,GJ 676 A d,262.5448903,-51.6377777,209.09677846638053
117,2.47,6.6744,2.43,35.47358,0.181,4006.03,0.65,0.63,0.23,2,4,16.0272,0.4023721206319398,1,GJ 676 A e,262.5448903,-51.6377777,209.09677846638053
118,2.95,9.0,1.93,24.16,0.1344,3816.0,0.54,0.55,-0.15,1,1,14.3155,0.3524993996481098,1,GJ 685 b,263.8960378,61.6793482,186.76530723616543
119,4.32,17.2,1.17,38.142,0.163,3413.0,0.42,0.4,0.063,1,2,4.54939,0.2998116628605103,1,GJ 687 b,264.1041731,68.3336741,59.35302442018362
120,4.14,16.0,1.24,727.562,1.165,3413.0,0.42,0.4,0.063,1,2,4.54939,0.2916193359091109,1,GJ 687 c,264.1041731,68.3336741,59.35302442018362
121,3.77,13.64,1.4,19.466,0.119,3837.0,0.56,0.57,-0.14,2,1,15.5575,0.3083262802970894,1,GJ 720 A b,278.8294172,45.7456038,202.9688985593688
122,3.27,10.75,1.69,5.101284,0.04685,3799.0,0.52,0.53,-0.02,1,1,16.9658,0.3254322680111318,1,GJ 724 b,280.238365,-13.3824997,221.34210118454374
123,1.53,2.96,4.54,2.37756,0.029,3913.0,0.56,0.58,0.08,1,1,11.1017,0.5991561180500585,1,GJ 740 b,284.4997178,5.902867,144.8368838911486
124,1.331,1.9,4.4,0.9263237,0.01406,3600.0,0.41,0.41,-0.28,1,2,12.0445,0.6348538941531449,1,GJ 806 b,311.2697002,44.5002351,157.13700136257864
125,2.28,5.8,2.69,6.64064,0.0523,3600.0,0.41,0.41,-0.28,1,2,12.0445,0.4173613255391573,1,GJ 806 c,311.2697002,44.5002351,157.13700136257864
126,13.8,314.65012,0.658,3853.0,3.7,3472.0,0.44,0.45,-0.3,1,1,4.96435,0.1382053763250514,1,GJ 832 b,323.3912616,-49.0125169,64.7667460429505
127,13.9,283.82077,0.581,1925.31,2.32,3467.0,0.45,0.45,0.09,1,2,8.80058,0.1409188924528159,1,GJ 849 b,332.4229938,-4.6408317,114.81562135841939
128,13.8,314.65012,0.658,5990.0,4.95,3467.0,0.45,0.45,0.09,1,2,8.80058,0.1381816857473218,1,GJ 849 c,332.4229938,-4.6408317,114.81562135841939
129,13.3,723.2235,1.69,61.1166,0.208317,3293.74,0.3,0.32,0.213,1,4,4.67517,0.3116071511761279,1,GJ 876 b,343.3239737,-14.2665958,60.99399681682816
130,14.0,226.9846,0.455,30.0881,0.12959,3293.74,0.3,0.32,0.213,1,4,4.67517,0.2663390004516411,1,GJ 876 c,343.3239737,-14.2665958,60.99399681682816
131,2.51,6.83,2.37,1.93778,0.020807,3293.74,0.3,0.32,0.213,1,4,4.67517,0.3854478747732141,1,GJ 876 d,343.3239737,-14.2665958,60.99399681682816
132,3.92,14.6,1.33,124.26,0.3343,3271.0,0.3,0.32,0.213,1,4,4.67517,0.3464010305162512,1,GJ 876 e,343.3239737,-14.2665958,60.99399681682816
133,1.88,4.2,3.47,9.262,0.068,3688.0,0.47,0.49,-0.06,1,2,3.29,0.4942272320518972,1,GJ 887 b,346.4668274,-35.8530693,42.92255672571578
134,2.67,7.6,2.19,21.789,0.12,3688.0,0.47,0.49,-0.06,1,2,3.29,0.3753863786841786,1,GJ 887 c,346.4668274,-35.8530693,42.92255672571578
135,9.6,66.74397,0.415,771.36,0.88,3154.0,0.16,0.15,-0.13,1,1,4.471,0.2419284042373752,1,GJ 9066 c,30.0588307,13.0443172,58.330319489566946
136,4.67,19.66,1.06,73.94,0.291,3785.0,0.58,0.6,0.14,1,1,11.9315,0.3072728719157584,1,GJ 96 b,35.5624031,47.8802075,155.66276157230328
137,3.07,9.65,1.83,18.27,0.1139,3836.0,0.57,0.59,0.05,1,1,30.6203,0.3419103489593381,1,GJ 9689 b,303.467731,13.3888921,399.4837579660896
138,1.44,4.28,7.858,1.208974,0.0189,4236.0,0.58,0.62,-0.29,1,3,29.661,0.5553880636037687,1,GJ 9827 b,351.7717763,-1.2853435,386.96837539253977
139,1.13,1.86,7.142,3.648103,0.0395,4236.0,0.58,0.62,-0.29,1,3,29.661,0.664438233961793,1,GJ 9827 c,351.7717763,-1.2853435,386.96837539253977
140,1.89,3.02,2.454,6.201812,0.0563,4236.0,0.58,0.62,-0.29,1,3,29.661,0.4530402901976219,1,GJ 9827 d,351.7717763,-1.2853435,386.96837539253977
141,3.66,13.02,1.46,3.822,0.039435,3879.0,0.56,0.56,0.06,1,1,14.9545,0.3070632647496676,1,Gl 378 b,150.5865513,48.0824515,195.10193755462512
142,2.24,5.63,2.75,13.8508,0.0905,3805.0,0.51,0.52,0.13,2,1,9.8528,0.4258208589864201,1,Gl 49 b,15.6687321,62.3454386,128.54327261614966
143,2.46,6.624,2.45,15.53,0.091,3656.0,0.43,0.43,-0.23,1,1,8.15728,0.3966546491588182,1,Gl 686 b,264.4764878,18.5959509,106.42289164971028
144,0.958,3.87,17.7,12.761408,0.0668,3296.0,0.26,0.24,-0.32,1,1,12.21,0.4830912648823711,1,Gliese 12 b,3.9579137,13.5576175,159.29617556868988
145,4.36,26.69772,1.68,4.88780244,0.05254,4780.0,0.68,0.81,0.31,1,2,37.7647,0.3021984702895453,1,HAT-P-11 b,297.7101763,48.0818635,492.69224254700265
146,10.749,67.059,0.3192,3.2130598,0.0384,4650.0,0.7,0.73,-0.29,1,1,142.751,0.2536695787255429,1,HAT-P-12 b,209.3886452,43.49331,1862.3823389521745
147,10.581,241.5508,1.118,3.799847,0.04117,4390.0,0.62,0.65,-0.127,1,1,143.651,0.2741437584251809,1,HAT-P-54 b,99.8979924,25.4824005,1874.1240717950755
148,12.016,230.10892,0.727,2.29840551,0.02996,4508.0,0.67,0.68,-0.059,1,1,202.152,0.2633280133880795,1,HAT-P-68 b,118.4831501,23.9382192,2637.3497529534643
149,12.52,117.27927,0.331,3.9228038,0.04269,4512.0,0.66,0.67,-0.113,1,1,300.67,0.2541726341019228,1,HATS-47 b,287.4844021,-49.6649424,3922.652015416706
150,11.187,101.38777,0.399,3.3252725,0.03623,3724.0,0.57,0.57,0.2,1,1,169.318,0.2555962776459603,1,HATS-6 b,88.1468079,-19.0316268,2208.9852461047853
151,11.478,117.5971,0.42,3.7955202,0.03745,3405.0,0.48,0.49,0.17,1,1,140.225,0.2562559505754831,1,HATS-71 b,15.5518893,-61.7561333,1829.427208773099
152,8.097,39.85588,0.411,7.3279474,0.066517,4656.1,0.72,0.73,0.099,1,1,127.589,0.2575105973962585,1,HATS-72 b,339.0258401,-17.0003046,1664.5732796587693
153,3.68,13.1,1.44,5.75969,0.06412,5911.0,1.11,1.06,0.08,1,6,38.9607,0.3066816155181655,1,HD 10180 c,24.4731133,-60.5114881,508.2957008582355
154,3.45,11.75,1.57,16.357,0.12859,5911.0,1.11,1.06,0.08,1,6,38.9607,0.3200610948313227,1,HD 10180 d,24.4731133,-60.5114881,508.2957008582355
155,5.39,25.1,0.881,49.748,0.2699,5911.0,1.11,1.06,0.08,1,6,38.9607,0.2885408197371375,1,HD 10180 e,24.4731133,-60.5114881,508.2957008582355
156,5.24,23.9,0.913,122.744,0.4929,5911.0,1.11,1.06,0.08,1,6,38.9607,0.3211338625454197,1,HD 10180 f,24.4731133,-60.5114881,508.2957008582355
157,4.91,21.4,0.993,604.67,1.427,5911.0,1.11,1.06,0.08,1,6,38.9607,0.326584148919103,1,HD 10180 g,24.4731133,-60.5114881,508.2957008582355
158,9.4,64.4,0.426,2205.0,3.381,5911.0,1.11,1.06,0.08,1,6,38.9607,0.1347227881712575,1,HD 10180 h,24.4731133,-60.5114881,508.2957008582355
159,4.14,16.0,1.24,122.1,0.46,5630.0,0.95,0.85,-0.26,2,1,9.2894,0.3393056060301287,1,HD 102365 b,176.6208003,-40.4986211,121.19294785649367
160,3.35,11.2,1.64,120.878,0.439,4792.0,0.75,0.77,-0.07,1,1,26.4997,0.3676590253856281,1,HD 103949 b,179.5479558,-23.9241221,345.7248864633588
161,9.2,62.1,0.438,55.851,0.2674,4952.0,0.78,0.82,0.11,1,2,20.3632,0.2757508277711826,1,HD 104067 b,179.7923543,-20.3556058,265.6658380295124
162,3.69,13.2,1.44,13.8992,0.1058,4952.0,0.78,0.82,0.11,1,2,20.3632,0.3092615105899466,1,HD 104067 c,179.7923543,-20.3556058,265.6658380295124
163,2.44,12.6,4.7,9.55237,0.0907,6327.0,1.3,1.09,-0.311,1,2,109.353,0.4926148430822324,1,HD 106315 b,183.4724742,-0.3934357,1426.6596795219446
164,4.35,15.2,1.01,21.05704,0.1536,6327.0,1.3,1.09,-0.311,1,2,109.353,0.2888948459060561,1,HD 106315 c,183.4724742,-0.3934357,1426.6596795219446
165,1.615,3.24,4.23,3.795963,0.04527,5660.0,0.88,0.87,-0.28,1,5,64.5978,0.5683559845803945,1,HD 108236 b,186.5740627,-51.3630519,842.7667887101651
166,2.071,4.94,3.06,6.203449,0.062,5660.0,0.88,0.87,-0.28,1,5,64.5978,0.4526325651278047,1,HD 108236 c,186.5740627,-51.3630519,842.7667887101651
167,2.539,6.98,2.34,14.175685,0.1074,5660.0,0.88,0.87,-0.28,1,5,64.5978,0.386519877336408,1,HD 108236 d,186.5740627,-51.3630519,842.7667887101651
168,3.083,9.71,1.82,19.590025,0.1367,5660.0,0.88,0.87,-0.28,1,5,64.5978,0.3415238930895112,1,HD 108236 e,186.5740627,-51.3630519,842.7667887101651
169,2.017,4.72,3.16,29.54115,0.1758,5660.0,0.88,0.87,-0.28,1,5,64.5978,0.471113196439243,1,HD 108236 f,186.5740627,-51.3630519,842.7667887101651
170,2.2,5.69,2.94,9.113678,0.0793,5266.0,0.79,0.8,-0.2,3,6,32.1585,0.435203089566925,1,HD 110067 b,189.8392243,20.0273377,419.5516840315899
171,2.852,8.52,2.02,20.519617,0.1362,5266.0,0.79,0.8,-0.2,3,6,32.1585,0.3589495641395677,1,HD 110067 d,189.8392243,20.0273377,419.5516840315899
172,2.601,5.04,1.57,41.05854,0.2163,5266.0,0.79,0.8,-0.2,3,6,32.1585,0.3675010918133619,1,HD 110067 f,189.8392243,20.0273377,419.5516840315899
173,2.05,4.55,2.9,2.541,0.035,5732.0,0.97,1.0,0.14,1,2,106.307,0.4476964236195981,1,HD 110113 b,190.0365636,-44.3120777,1386.9204370336374
174,2.114,10.5,6.11,6.744,0.068,5732.0,0.97,1.0,0.14,1,2,106.307,0.5332682963668975,1,HD 110113 c,190.0365636,-44.3120777,1386.9204370336374
175,12.6,2531.50326,6.95,1169.13202,2.148,5512.0,0.9,0.96,-0.36,1,2,28.9571,0.2935761321923447,1,HD 111232 b,192.2159553,-68.4246679,377.78503567240864
176,12.2,5740.93452,17.4,26472.44623,17.25,5494.0,0.9,0.96,-0.36,1,2,28.9571,0.038527280236735,1,HD 111232 c,192.2159553,-68.4246679,377.78503567240864
177,13.2,114.41,0.273,663.2,1.24,4462.0,0.53,0.58,-0.24,1,2,16.2817,0.2762937827346566,1,HD 113538 b,196.233933,-52.4463502,212.41707958695645
178,13.8,295.57,0.618,1818.0,2.44,4462.0,0.53,0.58,-0.24,1,2,16.2817,0.1434268052738891,1,HD 113538 c,196.233933,-52.4463502,212.41707958695645
179,6.09,30.82936,0.75,10.49488,0.088,5019.17,0.73,0.83,-0.157,1,2,10.9816,0.2687609979795962,1,HD 115404 A b,199.2155793,17.0160384,143.2700148751126
180,12.5,3279.67133,9.23,15319.22517,11.364,5019.17,0.73,0.83,-0.157,1,2,10.9816,0.1696990836682301,1,HD 115404 A c,199.2155793,17.0160384,143.2700148751126
181,12.8,1789.3829,4.69,433.70001,1.09,4312.0,20.58,0.72,-0.74,1,1,235.045,0.563612852144411,1,HD 11755 b,29.707836,73.1521372,3066.483995621844
182,5.38,25.0,0.882,37.91,0.229,5303.0,2.01,0.91,0.1,2,2,33.5369,0.2841271635745119,1,HD 11964 c,29.2884252,-10.2434693,437.53480019898416
183,12.4,3465.60095,9.99,14901.99295,10.817,4703.93,0.75,0.75,-0.22,1,1,39.3466,0.1478356351171642,1,HD 125271 b,216.6474037,-81.4542756,513.330294973875
184,2.4,6.3566,2.53,9.6737,0.08,4691.0,0.74,0.29,0.08,1,1,28.1989,0.4022039567817818,1,HD 125595 b,215.3434326,-40.3942443,367.89327807075585
185,4.07,15.57359,1.27,4.15466,0.051,5900.0,1.05,1.05,0.23,2,3,57.6207,0.2939163547042191,1,HD 125612 c,215.2227183,-17.4818147,751.740961801049
186,13.4,622.9468,1.42,133.60001,0.54,4835.0,11.02,0.67,-0.57,1,1,182.192,0.3354585303146509,1,HD 12648 b,34.7480718,85.7365329,2376.9442112375714
187,5.67,27.33324,0.824,65.78395,0.287,4595.32,0.74,0.73,-0.08,1,1,22.5279,0.2923573142905854,1,HD 127506 b,217.6848544,35.4546059,293.90731479065425
188,13.6,451.3186,0.986,649.0,1.44,5799.0,0.96,0.95,-0.306,2,3,51.4736,0.2999389844579687,1,HD 133131 A b,225.8984524,-27.8431369,671.5436218470529
189,14.3,133.4886,0.251,3568.0,4.49,5799.0,0.96,0.95,-0.306,2,3,51.4736,0.1283941399025378,1,HD 133131 A c,225.8984524,-27.8431369,671.5436218470529
190,13.3,794.575,1.86,5769.0,6.15,5805.0,0.99,0.93,-0.281,2,3,51.2993,0.1718669455389544,1,HD 133131 B b,225.8999745,-27.8415947,669.2696395864778
191,2.97,9.09,1.91,12.089,0.1046,5576.0,1.16,1.05,0.343,1,5,26.7909,0.346670666325714,1,HD 134606 b,228.8103897,-70.5203328,349.52398935652855
192,3.37,11.31,1.62,58.883,0.3007,5576.0,1.16,1.05,0.343,1,5,26.7909,0.3397784210008212,1,HD 134606 c,228.8103897,-70.5203328,349.52398935652855
193,7.59,44.8,0.563,966.5,1.941,5576.0,1.16,1.05,0.343,1,5,26.7909,0.2005413868212565,1,HD 134606 d,228.8103897,-70.5203328,349.52398935652855
194,1.33,2.34,5.47,4.3203,0.0527,5576.0,1.16,1.05,0.343,1,5,26.7909,0.694649057268656,1,HD 134606 e,228.8103897,-70.5203328,349.52398935652855
195,2.24,5.63,2.75,26.915,0.1784,5576.0,1.16,1.05,0.343,1,5,26.7909,0.4304589146873958,1,HD 134606 f,228.8103897,-70.5203328,349.52398935652855
196,2.532,6.1,2.05,15.92346,0.12,5698.0,1.07,0.91,-0.121,1,1,73.8713,0.3780201560625971,1,HD 135694 b,227.8678636,71.8412965,963.7522992864342
197,1.664,4.72,5.623888,11.57797,0.0964,5664.0,1.06,0.87,-0.24,1,3,14.682,0.6246861435654479,1,HD 136352 b,230.4401147,-48.3188174,191.5468017771912
198,2.916,11.24,2.497668,27.59221,0.1721,5664.0,1.06,0.87,-0.24,1,3,14.682,0.3742656042572912,1,HD 136352 c,230.4401147,-48.3188174,191.5468017771912
199,2.562,8.82,2.878108,107.245,0.425,5664.0,1.06,0.87,-0.24,1,3,14.682,0.44112615869789,1,HD 136352 d,230.4401147,-48.3188174,191.5468017771912
200,1.31,4.04,10.49,1.62116,0.02732,5799.0,1.59,1.04,-0.03,1,2,155.317,0.5026619754916555,1,HD 137496 b,231.7420543,-16.5090014,2026.3230221787228
201,3.35,11.2,1.64,14.1815,0.10519,5035.0,0.78,0.77,-0.21,1,2,28.2305,0.324409393817783,1,HD 13808 b,33.1780708,-53.7437591,368.3055433572399
202,3.13,9.96,1.78,53.753,0.2554,5035.0,0.78,0.77,-0.21,1,2,28.2305,0.3510691313790922,1,HD 13808 c,33.1780708,-53.7437591,368.3055433572399
203,4.07,15.57359,1.27,9.02378,0.085,5610.0,0.95,0.99,0.086,1,2,15.2528,0.2955808498607778,1,HD 140901 b,236.8689866,-37.9172333,198.99366967355553
204,2.42,6.44,2.5,5.77152,0.0634,5765.0,1.15,1.02,0.19,1,2,23.4534,0.3981843509783312,1,HD 1461 b,4.6762645,-8.0536206,305.9817300641041
205,2.23,5.59,2.77,13.5052,0.1117,5765.0,1.15,1.02,0.19,1,2,23.4534,0.4274043764478337,1,HD 1461 c,4.6762645,-8.0536206,305.9817300641041
206,4.94,21.6,0.985,86.58,0.3193,4090.0,0.63,0.58,0.16,2,1,10.7643,0.3085407651867289,1,HD 147379 b,244.1725686,67.2392041,140.43503871204328
207,3.41,11.56,1.58,11.6264,0.1053,6310.0,1.43,1.15,-0.16,1,2,107.898,0.3198809388026944,1,HD 152843 b,253.7848853,20.491524,1407.6772114259213
208,1.64,7.51,9.3,4.75615,0.0522,5125.0,0.86,0.9,0.15,1,2,44.8155,0.4675513594374377,1,HD 15337 b,36.8678846,-27.6361171,584.679586912254
209,2.39,8.11,3.23,17.1784,0.1268,5125.0,0.86,0.9,0.15,1,2,44.8155,0.431935955521753,1,HD 15337 c,36.8678846,-27.6361171,584.679586912254
210,13.8,314.6517,0.658,194.3,0.63,5905.0,1.38,1.15,-0.6,1,2,43.6197,0.3469253621781478,1,HD 155358 b,257.3930947,33.3549277,569.0787378749862
211,13.9,261.0,0.534,391.9,1.02,5900.0,1.38,0.92,-0.51,1,2,43.6197,0.4449847516862993,1,HD 155358 c,257.3930947,33.3549277,569.0787378749862
212,2.67,7.62788,2.2,1.87567,0.03,5771.84,1.02,1.03,-0.662,1,2,27.561,0.3688113027222457,1,HD 155918 b,260.5364025,-75.349239,359.57099875910416
213,12.8,1878.04806,4.92,17202.19446,13.183,5771.84,1.02,1.03,-0.662,1,2,27.561,0.2994876864686573,1,HD 155918 c,260.5364025,-75.349239,359.57099875910416
214,1.87,4.15,3.49,4.6455,0.05,4850.0,0.72,0.77,0.05,1,2,24.3323,0.4948741208652598,1,HD 156668 b,259.4183491,29.228161,317.4481845036882
215,6.17,31.4968,0.737,811.3,1.57,4903.69,0.77,0.79,0.049,1,2,24.3323,0.2403612306685935,1,HD 156668 c,259.4183491,29.228161,317.4481845036882
216,2.24,5.65,2.76,10.924709,0.09,4757.0,0.76,0.79,0.02,1,2,45.5621,0.425171508331119,1,HD 15906 b,38.2712534,-10.352178,594.4200066239316
217,2.93,8.91,1.95,21.583298,0.141,4757.0,0.76,0.79,0.02,1,2,45.5621,0.353169407621704,1,HD 15906 c,38.2712534,-10.352178,594.4200066239316
218,3.17,10.17,1.75,9.6392,0.09286,5773.0,1.33,1.13,0.28,1,4,15.5981,0.3324332214630803,1,HD 160691 d,266.0361585,-51.8348751,203.49858117428187
219,12.5,3127.4472,8.8,8.4282,0.08,4723.0,0.75,0.42,-0.1,1,1,30.8248,0.3089615807781248,1,HD 162020 b,267.6599252,-40.3184646,402.1517405953932
220,13.3,116.0,0.271,1207.0,2.16,5390.0,0.95,0.93,0.18,1,4,22.0016,0.1620766577535792,1,HD 164922 b,270.6304652,26.3104077,287.0410103515223
221,3.66,13.0,1.46,75.74,0.341,5390.0,0.95,0.93,0.18,1,4,22.0016,0.3340303445145869,1,HD 164922 c,270.6304652,26.3104077,287.0410103515223
222,1.83,4.0,3.59,12.458,0.103,5390.0,0.95,0.93,0.18,1,4,22.0016,0.5074896237798721,1,HD 164922 d,270.6304652,26.3104077,287.0410103515223
223,3.23,10.52012,1.72,41.763,0.2292,5393.43,1.0,0.92,0.197,1,4,22.0016,0.3408770519870081,1,HD 164922 e,270.6304652,26.3104077,287.0410103515223
224,13.9,270.15415,0.553,20.6532,0.1512,4851.0,9.7,1.08,-0.67,1,1,107.214,0.2653334842072719,1,HD 167768 b,274.2213308,-3.0085807,1398.7534944653166
225,2.26,5.74,2.73,6.4898,0.06296,4931.0,0.78,0.79,0.03,1,2,27.7843,0.420637781163214,1,HD 176986 b,285.7739138,-11.044941,362.48425314112615
226,2.98,9.18,1.91,16.8191,0.11878,4931.0,0.78,0.79,0.03,1,2,27.7843,0.3478602929378234,1,HD 176986 c,285.7739138,-11.044941,362.48425314112615
227,3.53,12.214,1.53,105.911,0.343,3534.0,0.48,0.48,-0.04,2,1,5.91059,0.3523035191425344,1,HD 180617 b,289.2277322,5.1631615,77.11174302658007
228,3.28,10.80617,1.68,10.2851,0.088,5078.0,0.87,0.85,0.28,1,2,22.5243,0.3265648849073344,1,HD 18143 b,43.9140248,26.8723829,293.8603478592827
229,2.4,6.3566,2.53,9.3743,0.08,4918.0,0.79,0.63,0.38,1,3,26.8762,0.4021007827975425,1,HD 181433 b,291.2873731,-66.4677838,350.63684470263905
230,2.6,24.1,7.5,4.1374354,0.048,5145.0,0.77,0.86,0.0,2,1,38.5653,0.4236111000857263,1,HD 18599 b,44.2620144,-56.1918694,503.1371662292543
231,2.85,8.5,2.02,14.288,0.111,5726.0,1.04,0.83,-0.24,1,2,17.9055,0.3568599954416114,1,HD 189567 b,301.3959616,-67.3237992,233.60177490951486
232,2.54,7.0,2.35,33.688,0.197,5726.0,1.04,0.83,-0.24,1,2,17.9055,0.3937843592060335,1,HD 189567 c,301.3959616,-67.3237992,233.60177490951486
233,4.06,15.5,1.27,11.724128,0.092,4610.0,0.79,0.77,0.16,1,1,12.7141,0.2966690799937419,1,HD 190007 b,300.6956339,3.3266992,165.87285059769698
234,3.41,10.0,1.4,8.8803256,0.0804,5348.0,0.94,0.81,-0.15,1,6,53.6089,0.3136826687876687,1,HD 191939 b,302.0256247,66.8503014,699.4015353353267
235,3.195,8.0,1.35,28.579743,0.1752,5348.0,0.94,0.81,-0.15,1,6,53.6089,0.3263981730296282,1,HD 191939 c,302.0256247,66.8503014,699.4015353353267
236,2.995,2.8,0.57,38.353037,0.2132,5348.0,0.94,0.81,-0.15,1,6,53.6089,0.3175324319955153,1,HD 191939 d,302.0256247,66.8503014,699.4015353353267
237,13.0,112.2,0.281,101.12,0.407,5348.0,0.94,0.81,-0.15,1,6,53.6089,0.2907851707679488,1,HD 191939 e,302.0256247,66.8503014,699.4015353353267
238,13.4,660.0,1.51,2200.0,3.2,5348.0,0.94,0.81,-0.15,1,6,53.6089,0.1634834634411845,1,HD 191939 f,302.0256247,66.8503014,699.4015353353267
239,3.74,13.5,1.42,284.0,0.812,5348.0,0.94,0.81,-0.15,1,6,53.6089,0.4470497333888312,1,HD 191939 g,302.0256247,66.8503014,699.4015353353267
240,4.27,16.9,1.19,74.72,0.32,5166.0,0.86,0.8,-0.04,1,2,8.79687,0.3153191044842673,1,HD 192310 b,303.8284712,-27.0337556,114.767219326367
